"ID.grid","Habitat Area (Ha)","X.cor","Y.cor","TECI(%)","Cumulative Habitat(%)"
405,0.03,538532.58,9735200.93,0,0.03
406,0.03,548532.58,9735200.93,0,0.06
165,0.09,438532.58,9785200.93,7.21,0.15
213,0.1,458532.58,9775200.93,9.09,0.25
354,0.03,488532.58,9745200.93,9.16,0.28
725,0,518532.58,9665200.93,9.38,0.28
212,0.07,448532.58,9775200.93,12.37,0.35
211,0.07,438532.58,9775200.93,16.3,0.42
398,0.02,468532.58,9735200.93,19.53,0.45
546,0.01,568532.58,9705200.93,21.46,0.46
214,0.05,468532.58,9775200.93,21.68,0.51
258,0.04,448532.58,9765200.93,24.38,0.55
260,0.04,468532.58,9765200.93,25.39,0.59
119,0.09,438532.58,9795200.93,30.03,0.68
164,0.05,428532.58,9785200.93,32.24,0.73
166,0.09,448532.58,9785200.93,33.98,0.82
259,0.06,458532.58,9765200.93,34.51,0.88
118,0.03,428532.58,9795200.93,35.16,0.91
307,0.03,478532.58,9755200.93,35.58,0.94
73,0.06,438532.58,9805200.93,36.58,1
403,0.01,518532.58,9735200.93,41.49,1.01
444,0.02,468532.58,9725200.93,42.37,1.03
490,0.01,468532.58,9715200.93,43.75,1.04
116,0,408532.58,9795200.93,44.39,1.04
355,0,498532.58,9745200.93,45.03,1.04
452,0,548532.58,9725200.93,45.67,1.04
634,0,528532.58,9685200.93,46.31,1.04
673,0,458532.58,9675200.93,46.95,1.04
676,0,488532.58,9675200.93,47.59,1.04
678,0,508532.58,9675200.93,48.22,1.04
717,0,438532.58,9665200.93,48.86,1.04
721,0,478532.58,9665200.93,49.5,1.04
772,0,528532.58,9655200.93,50.14,1.04
918,0,608532.58,9625200.93,50.78,1.04
962,0,588532.58,9615200.93,51.42,1.04
495,0,518532.58,9715200.93,52.06,1.04
587,0,518532.58,9695200.93,52.7,1.04
680,0,528532.58,9675200.93,53.34,1.04
449,0,518532.58,9725200.93,53.98,1.04
1009,0,598532.58,9605200.93,54.62,1.04
1140,0,528532.58,9575200.93,55.26,1.04
71,0,418532.58,9805200.93,55.89,1.04
674,0,468532.58,9675200.93,56.53,1.04
734,0,608532.58,9665200.93,57.17,1.04
768,0,488532.58,9655200.93,57.81,1.04
496,0,528532.58,9715200.93,58.45,1.04
628,0,468532.58,9685200.93,59.09,1.04
679,0,518532.58,9675200.93,59.73,1.04
675,0,478532.58,9675200.93,60.37,1.04
873,0,618532.58,9635200.93,61.01,1.04
963,0,598532.58,9615200.93,61.65,1.04
27,0,438532.58,9815200.93,62.29,1.04
26,0,428532.58,9815200.93,62.93,1.04
689,0,618532.58,9675200.93,63.57,1.04
781,0,618532.58,9655200.93,64.2,1.04
724,0,508532.58,9665200.93,64.84,1.04
770,0,508532.58,9655200.93,65.48,1.04
489,0,458532.58,9715200.93,66.12,1.04
687,0,598532.58,9675200.93,66.76,1.04
1008,0,588532.58,9605200.93,67.4,1.04
771,0,518532.58,9655200.93,68.04,1.04
686,0,588532.58,9675200.93,68.68,1.04
916,0,588532.58,9625200.93,69.32,1.04
447,0,498532.58,9725200.93,69.96,1.04
117,0,418532.58,9795200.93,70.6,1.04
827,0,618532.58,9645200.93,71.24,1.04
872,0,608532.58,9635200.93,71.88,1.04
262,0,488532.58,9765200.93,72.51,1.04
640,0,588532.58,9685200.93,73.15,1.04
168,0,468532.58,9785200.93,73.79,1.04
443,0,458532.58,9725200.93,74.43,1.04
163,0,418532.58,9785200.93,75.07,1.04
351,0,458532.58,9745200.93,75.71,1.04
917,0,598532.58,9625200.93,76.35,1.05
28,0,448532.58,9815200.93,76.99,1.05
261,0,478532.58,9765200.93,77.63,1.05
401,0,498532.58,9735200.93,78.27,1.05
121,0,458532.58,9795200.93,78.91,1.05
735,0,618532.58,9665200.93,79.55,1.05
400,0,488532.58,9735200.93,80.18,1.05
306,0,468532.58,9755200.93,80.82,1.06
688,0,608532.58,9675200.93,81.46,1.06
547,0,578532.58,9705200.93,82.1,1.06
396,0,448532.58,9735200.93,82.74,1.06
442,0,448532.58,9725200.93,83.38,1.06
257,0,438532.58,9765200.93,84.02,1.07
448,0,508532.58,9725200.93,84.66,1.07
303,0,438532.58,9755200.93,85.3,1.07
453,0,558532.58,9725200.93,85.94,1.08
357,0,518532.58,9745200.93,86.58,1.08
399,0,478532.58,9735200.93,87.22,1.09
72,0,428532.58,9805200.93,87.86,1.09
358,0.01,528532.58,9745200.93,88.49,1.1
548,0.01,588532.58,9705200.93,89.13,1.1
210,0.01,428532.58,9775200.93,89.77,1.11
594,0.01,588532.58,9695200.93,90.41,1.12
304,0.01,448532.58,9755200.93,91.05,1.12
404,0.01,528532.58,9735200.93,91.69,1.13
308,0.01,488532.58,9755200.93,92.33,1.14
500,0.01,568532.58,9715200.93,92.97,1.16
353,0.02,478532.58,9745200.93,93.61,1.17
352,0.02,468532.58,9745200.93,94.25,1.19
408,0.02,568532.58,9735200.93,94.89,1.21
120,0.02,448532.58,9795200.93,95.53,1.24
397,0.03,458532.58,9735200.93,96.16,1.27
74,0.03,448532.58,9805200.93,96.8,1.3
454,0.03,568532.58,9725200.93,97.44,1.33
167,0.04,458532.58,9785200.93,98.08,1.37
407,0.05,558532.58,9735200.93,98.72,1.42
402,0.05,508532.58,9735200.93,99.36,1.47
402,100,508532.58,9735200.93,100,1.47
