"ID.grid","Habitat Area (Ha)","X.cor","Y.cor","TECI(%)","Cumulative Habitat(%)"
207,0,398532.58,9775200.93,9.38,0
953,0,498532.58,9615200.93,10.42,0.01
820,0.01,548532.58,9645200.93,10.74,0.01
863,0.01,518532.58,9635200.93,11.88,0.03
71,0.06,418532.58,9805200.93,16.2,0.09
772,0,528532.58,9655200.93,17.19,0.09
115,0,398532.58,9795200.93,17.97,0.09
909,0.01,518532.58,9625200.93,19.44,0.09
729,0,558532.58,9665200.93,20.31,0.09
118,0.03,428532.58,9795200.93,20.8,0.12
866,0,548532.58,9635200.93,20.98,0.13
546,0.01,568532.58,9705200.93,25,0.13
117,0.04,418532.58,9795200.93,26.47,0.18
728,0.03,548532.58,9665200.93,27.31,0.21
402,0.01,508532.58,9735200.93,29.69,0.21
69,0,398532.58,9805200.93,29.84,0.21
400,0.01,488532.58,9735200.93,30.1,0.22
114,0,388532.58,9795200.93,30.47,0.22
580,0,448532.58,9695200.93,41.74,0.22
253,0,398532.58,9765200.93,54.86,0.22
110,0,348532.58,9795200.93,55.21,0.22
211,0,438532.58,9775200.93,55.55,0.22
377,0,258532.58,9735200.93,55.89,0.22
468,0,248532.58,9715200.93,56.24,0.22
484,0,408532.58,9715200.93,56.58,0.22
486,0,428532.58,9715200.93,56.93,0.22
512,0,228532.58,9705200.93,57.27,0.22
532,0,428532.58,9705200.93,57.62,0.22
576,0,408532.58,9695200.93,57.96,0.22
579,0,438532.58,9695200.93,58.31,0.22
716,0,428532.58,9665200.93,58.65,0.22
746,0,268532.58,9655200.93,59,0.22
763,0,438532.58,9655200.93,59.34,0.22
933,0,298532.58,9615200.93,59.69,0.22
958,0,548532.58,9615200.93,60.03,0.22
983,0,338532.58,9605200.93,60.37,0.22
1008,0,588532.58,9605200.93,60.72,0.22
1090,0,488532.58,9585200.93,61.06,0.22
1444,0,348532.58,9505200.93,61.41,0.22
244,0,308532.58,9765200.93,61.75,0.22
488,0,448532.58,9715200.93,62.1,0.22
492,0,488532.58,9715200.93,62.44,0.22
558,0,228532.58,9695200.93,62.79,0.22
623,0,418532.58,9685200.93,63.13,0.22
672,0,448532.58,9675200.93,63.48,0.22
717,0,438532.58,9665200.93,63.82,0.22
912,0,548532.58,9625200.93,64.16,0.22
954,0,508532.58,9615200.93,64.51,0.22
1261,0,358532.58,9545200.93,64.85,0.22
1307,0,358532.58,9535200.93,65.2,0.22
1490,0,348532.58,9495200.93,65.54,0.22
119,0,438532.58,9795200.93,65.89,0.22
165,0,438532.58,9785200.93,66.23,0.22
289,0,298532.58,9755200.93,66.58,0.22
306,0,468532.58,9755200.93,66.92,0.22
