"ID.grid","Habitat Area (Ha)","X.cor","Y.cor","TECI(%)","Cumulative Habitat(%)"
953,0.01,498532.58,9615200.93,9.17,0.01
820,0.01,548532.58,9645200.93,9.57,0.02
863,0.02,518532.58,9635200.93,10.07,0.04
113,0,378532.58,9795200.93,12.5,0.04
772,0,528532.58,9655200.93,12.5,0.04
207,0.01,398532.58,9775200.93,12.89,0.05
545,0.01,558532.58,9705200.93,15.43,0.05
71,0.06,418532.58,9805200.93,15.73,0.12
402,0.01,508532.58,9735200.93,17.86,0.12
909,0.01,518532.58,9625200.93,18.34,0.14
118,0.03,428532.58,9795200.93,19.09,0.17
728,0.03,548532.58,9665200.93,19.2,0.19
114,0,388532.58,9795200.93,20.94,0.2
115,0,398532.58,9795200.93,23.24,0.2
866,0.01,548532.58,9635200.93,24.02,0.21
546,0.01,568532.58,9705200.93,24.93,0.21
400,0.01,488532.58,9735200.93,26.13,0.22
117,0.05,418532.58,9795200.93,27.12,0.27
729,0,558532.58,9665200.93,31.25,0.27
69,0.01,398532.58,9805200.93,31.82,0.27
932,0,288532.58,9615200.93,38.28,0.27
580,0,448532.58,9695200.93,41.21,0.27
933,0,298532.58,9615200.93,48.05,0.27
253,0,398532.58,9765200.93,68.75,0.27
67,0,378532.58,9805200.93,68.96,0.27
210,0,428532.58,9775200.93,69.17,0.27
211,0,438532.58,9775200.93,69.38,0.27
260,0,468532.58,9765200.93,69.58,0.27
333,0,278532.58,9745200.93,69.79,0.27
338,0,328532.58,9745200.93,70,0.27
377,0,258532.58,9735200.93,70.21,0.27
468,0,248532.58,9715200.93,70.42,0.27
532,0,428532.58,9705200.93,70.62,0.27
577,0,418532.58,9695200.93,70.83,0.27
579,0,438532.58,9695200.93,71.04,0.27
582,0,468532.58,9695200.93,71.25,0.27
674,0,468532.58,9675200.93,71.46,0.27
675,0,478532.58,9675200.93,71.67,0.27
716,0,428532.58,9665200.93,71.88,0.27
757,0,378532.58,9655200.93,72.08,0.27
957,0,538532.58,9615200.93,72.29,0.27
958,0,548532.58,9615200.93,72.5,0.27
1005,0,558532.58,9605200.93,72.71,0.27
1006,0,568532.58,9605200.93,72.92,0.27
1008,0,588532.58,9605200.93,73.12,0.27
1090,0,488532.58,9585200.93,73.33,0.27
1444,0,348532.58,9505200.93,73.54,0.27
289,0,298532.58,9755200.93,73.75,0.27
306,0,468532.58,9755200.93,73.96,0.27
334,0,288532.58,9745200.93,74.17,0.27
337,0,318532.58,9745200.93,74.38,0.27
512,0,228532.58,9705200.93,74.58,0.27
530,0,408532.58,9705200.93,74.79,0.27
533,0,438532.58,9705200.93,75,0.27
535,0,458532.58,9705200.93,75.21,0.27
557,0,218532.58,9695200.93,75.42,0.27
717,0,438532.58,9665200.93,75.62,0.27
719,0,458532.58,9665200.93,75.83,0.27
886,0,288532.58,9625200.93,76.04,0.27
912,0,548532.58,9625200.93,76.25,0.27
980,0,308532.58,9605200.93,76.46,0.27
1261,0,358532.58,9545200.93,76.67,0.27
1307,0,358532.58,9535200.93,76.88,0.27
558,0,228532.58,9695200.93,77.08,0.27
623,0,418532.58,9685200.93,77.29,0.27
711,0,378532.58,9665200.93,77.5,0.27
718,0,448532.58,9665200.93,77.71,0.27
746,0,268532.58,9655200.93,77.92,0.27
954,0,508532.58,9615200.93,78.12,0.27
73,0,438532.58,9805200.93,78.33,0.27
201,0,338532.58,9775200.93,78.54,0.27
244,0,308532.58,9765200.93,78.75,0.27
247,0,338532.58,9765200.93,78.96,0.27
