"ID.grid","Habitat Area (Ha)","X.cor","Y.cor","TECI(%)","Cumulative Habitat(%)"
165,0.09,438532.58,9785200.93,0,0.09
354,0.04,488532.58,9745200.93,0,0.13
405,0.03,538532.58,9735200.93,0,0.16
406,0.03,548532.58,9735200.93,0,0.2
211,0.08,438532.58,9775200.93,1.37,0.27
260,0.04,468532.58,9765200.93,6.85,0.31
398,0.03,468532.58,9735200.93,7.76,0.35
213,0.1,458532.58,9775200.93,8.33,0.44
725,0,518532.58,9665200.93,9.38,0.44
212,0.08,448532.58,9775200.93,12.37,0.52
118,0.03,428532.58,9795200.93,14.84,0.55
546,0.01,568532.58,9705200.93,17.6,0.56
214,0.05,468532.58,9775200.93,18.85,0.61
164,0.05,428532.58,9785200.93,19.14,0.66
119,0.09,438532.58,9795200.93,23.57,0.76
258,0.04,448532.58,9765200.93,24.38,0.8
307,0.05,478532.58,9755200.93,26.56,0.85
444,0.02,468532.58,9725200.93,29.75,0.87
259,0.06,458532.58,9765200.93,34.51,0.94
166,0.09,448532.58,9785200.93,35.03,1.03
73,0.06,438532.58,9805200.93,36.58,1.09
490,0.01,468532.58,9715200.93,39.53,1.1
403,0.01,518532.58,9735200.93,44.36,1.11
116,0,408532.58,9795200.93,44.96,1.11
355,0,498532.58,9745200.93,45.57,1.11
452,0,548532.58,9725200.93,46.17,1.11
673,0,458532.58,9675200.93,46.78,1.11
676,0,488532.58,9675200.93,47.38,1.11
678,0,508532.58,9675200.93,47.99,1.11
717,0,438532.58,9665200.93,48.59,1.11
721,0,478532.58,9665200.93,49.2,1.11
769,0,498532.58,9655200.93,49.8,1.11
772,0,528532.58,9655200.93,50.41,1.11
918,0,608532.58,9625200.93,51.01,1.11
958,0,548532.58,9615200.93,51.62,1.11
1003,0,538532.58,9605200.93,52.22,1.11
1043,0,478532.58,9595200.93,52.82,1.11
587,0,518532.58,9695200.93,53.43,1.11
962,0,588532.58,9615200.93,54.03,1.11
449,0,518532.58,9725200.93,54.64,1.11
495,0,518532.58,9715200.93,55.24,1.11
680,0,528532.58,9675200.93,55.85,1.11
1009,0,598532.58,9605200.93,56.45,1.11
1140,0,528532.58,9575200.93,57.06,1.11
71,0,418532.58,9805200.93,57.66,1.11
734,0,608532.58,9665200.93,58.27,1.11
496,0,528532.58,9715200.93,58.87,1.11
588,0,528532.58,9695200.93,59.48,1.11
628,0,468532.58,9685200.93,60.08,1.11
674,0,468532.58,9675200.93,60.69,1.11
679,0,518532.58,9675200.93,61.29,1.11
873,0,618532.58,9635200.93,61.9,1.11
768,0,488532.58,9655200.93,62.5,1.11
963,0,598532.58,9615200.93,63.11,1.11
27,0,438532.58,9815200.93,63.71,1.11
675,0,478532.58,9675200.93,64.32,1.11
26,0,428532.58,9815200.93,64.92,1.11
781,0,618532.58,9655200.93,65.53,1.11
689,0,618532.58,9675200.93,66.13,1.11
724,0,508532.58,9665200.93,66.74,1.11
770,0,508532.58,9655200.93,67.34,1.11
1008,0,588532.58,9605200.93,67.95,1.11
687,0,598532.58,9675200.93,68.55,1.11
771,0,518532.58,9655200.93,69.15,1.11
447,0,498532.58,9725200.93,69.76,1.11
686,0,588532.58,9675200.93,70.36,1.11
117,0,418532.58,9795200.93,70.97,1.11
916,0,588532.58,9625200.93,71.57,1.11
827,0,618532.58,9645200.93,72.18,1.11
872,0,608532.58,9635200.93,72.78,1.11
489,0,458532.58,9715200.93,73.39,1.11
640,0,588532.58,9685200.93,73.99,1.11
168,0,468532.58,9785200.93,74.6,1.12
262,0,488532.58,9765200.93,75.2,1.12
443,0,458532.58,9725200.93,75.81,1.12
28,0,448532.58,9815200.93,76.41,1.12
917,0,598532.58,9625200.93,77.02,1.12
163,0,418532.58,9785200.93,77.62,1.12
401,0,498532.58,9735200.93,78.23,1.12
121,0,458532.58,9795200.93,78.83,1.12
261,0,478532.58,9765200.93,79.44,1.12
735,0,618532.58,9665200.93,80.04,1.13
688,0,608532.58,9675200.93,80.65,1.13
547,0,578532.58,9705200.93,81.25,1.13
351,0,458532.58,9745200.93,81.86,1.13
306,0,468532.58,9755200.93,82.46,1.14
400,0,488532.58,9735200.93,83.07,1.14
257,0,438532.58,9765200.93,83.67,1.14
448,0,508532.58,9725200.93,84.27,1.15
396,0,448532.58,9735200.93,84.88,1.15
303,0,438532.58,9755200.93,85.48,1.15
453,0,558532.58,9725200.93,86.09,1.16
442,0,448532.58,9725200.93,86.69,1.16
357,0,518532.58,9745200.93,87.3,1.17
72,0,428532.58,9805200.93,87.9,1.17
358,0.01,528532.58,9745200.93,88.51,1.17
548,0.01,588532.58,9705200.93,89.11,1.18
399,0.01,478532.58,9735200.93,89.72,1.19
594,0.01,588532.58,9695200.93,90.32,1.19
210,0.01,428532.58,9775200.93,90.93,1.2
304,0.01,448532.58,9755200.93,91.53,1.21
404,0.01,528532.58,9735200.93,92.14,1.22
500,0.01,568532.58,9715200.93,92.74,1.23
308,0.02,488532.58,9755200.93,93.35,1.25
120,0.02,448532.58,9795200.93,93.95,1.27
408,0.02,568532.58,9735200.93,94.56,1.29
353,0.02,478532.58,9745200.93,95.16,1.32
352,0.03,468532.58,9745200.93,95.77,1.35
74,0.03,448532.58,9805200.93,96.37,1.38
454,0.03,568532.58,9725200.93,96.98,1.42
397,0.04,458532.58,9735200.93,97.58,1.46
167,0.04,458532.58,9785200.93,98.19,1.5
407,0.05,558532.58,9735200.93,98.79,1.55
402,0.05,508532.58,9735200.93,99.4,1.6
402,100,508532.58,9735200.93,100,1.6
