301,302,303,304,305,309,310,409,509,600,700
0,0,0,49619.87625,1843785.917,1893405.793,1989333.383,561465.8489,0,1427867.534,1989333.383
96688.73516,0,0,0,0,96688.73516,97235.52947,84217.91295,0,13017.61653,97235.52947
508593.8027,0,0,0,0,508593.8027,509475.5847,464687.0403,0,44788.54441,509475.5847
1711520.991,0,0,0,1827.099145,1713348.09,1725506.394,1600770.29,0,124736.1047,1725506.394
0,0,0,3603703.199,5010015.287,8613718.486,8987006.979,6466324.496,0,2520682.483,8987006.979
0,0,0,0,19302035.04,19302035.04,20971559.21,2132,0,20969427.22,20971559.22
0,0,0,19042.25141,17015949.93,17034992.18,18687868.87,211,0,18687657.87,18687868.87
3001243.083,0,171028.7131,0,0,3172271.796,3246686.524,2452323.585,0,794362.9386,3246686.524
0,0,0,0,358.5251077,358.5251077,2269544.244,1417850.795,0,851693.4483,2269544.244
6012604.703,0,0,0,156276.4882,6168881.191,6233790.402,4822081.287,0,1411709.116,6233790.402
0,0,0,0,12033879.34,12033879.34,12199863.76,3200,0,12196663.76,12199863.76
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2172863.125,1567105.301,0,605757.8242,2172863.125
22297659.17,0,0,2857547.651,0,25155206.82,25686573.03,25659029.87,0,27543.16037,25686573.03
1556549.664,0,0,0,3056895.598,4613445.262,5261502.476,322,0,5261180.481,5261502.481
19545.62952,0,0,0,178774.03,198319.6595,205408.2263,0,0,205408.2275,205408.2275
1012125.827,0,0,0,0,1012125.827,2380326.795,2380326.795,0,0,2380326.795
49414.60042,0,0,0,0,49414.60042,148182.937,148182.937,0,0,148182.937
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
631451.2762,0,0,0,0,631451.2762,722839.6942,0,0,722839.6925,722839.6925
208819.0488,0,8367097.622,0,0,8575916.671,8711060.221,2559833.88,0,6151226.341,8711060.221
4227460.624,0,186302.9847,0,248119.8112,4661883.42,5598331.489,679865.6297,0,4918465.859,5598331.489
266254.1446,0,0,0,152026.5172,418280.6618,753711.1392,0,0,753711.1373,753711.1373
356144.8973,0,3345.874576,0,202564.3954,562055.1673,847531.981,0,0,847531.9819,847531.9819
49764.40119,0,45.51674715,0,60.61956941,49870.53751,53649.89754,0,0,53649.89953,53649.89953
0,0,0,0,0,0,0,0,0,0,0
153360.6724,0,0,0,0,153360.6724,155946.6287,0,0,155946.6267,155946.6267
263513.4572,0,0,0,394.0898967,263907.5471,303909.1358,0,0,303909.1353,303909.1353
41251.20987,0,0,0,41515.08262,82766.29249,117915.641,0,0,117915.6436,117915.6436
1005741.583,0,0,0,0,1005741.583,1295674.917,0,0,1295674.917,1295674.917
0,5898900.757,0,0,0,5898900.757,5916012.962,3241552.525,0,2674460.437,5916012.962
2263004.519,0,0,0,0,2263004.519,2277988.404,1747128.081,0,530860.3238,2277988.404
492005.5139,0,0,0,0,492005.5139,753590.3226,8290.038423,0,745300.2841,753590.3226
0,0,0,0,0,0,0,0,0,0,0
46224717.55,5898900.757,8727820.711,6529912.977,59244477.77,126625829.8,140280889.9,55866901.31,0,84413988.61,140280889.9
