301,302,303,304,305,309,310,409,509,600,700
0,0,0,69838.35175,3564606.45,3634444.802,3808280.314,0,0,2578547.606,2578547.606
219148.944,0,0,0,0,219148.944,220169.8452,0,0,23508.16384,23508.16384
1152748.504,0,0,0,0,1152748.504,1154362.079,0,0,80882.42865,80882.42865
3879231.818,0,0,0,3532.345778,3882764.163,3905773.629,0,0,225257.5791,225257.5791
0,0,0,5072094.301,9685903.688,14757997.99,15504290.03,0,0,5040477.709,5040477.709
0,0,0,0,212560.3834,212560.3834,3551021.066,0,0,41931473.38,41931473.38
0,0,0,26801.3456,1674673.573,1701474.918,5006619.504,0,0,37368737.86,37368737.86
6802439.304,0,549554.3829,0,0,7351993.687,7487426.517,0,0,1437203.237,1437203.237
0,0,0,0,693.1395343,693.1395343,4207319.166,0,0,1256667.73,1256667.73
13627812.68,0,0,0,302130.6178,13929943.3,14059321.6,0,0,2814475.816,2814475.816
0,0,0,0,13601995.31,13601995.31,13948822.72,0,0,25487130.2,25487130.2
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4291440.629,0,0,2488781.031,2488781.031
50538549.85,0,0,4021904.79,0,54560454.64,55601862.41,0,0,51191.37455,51191.37455
3527983.012,0,0,0,2040.159182,3530023.171,4782762.044,0,0,9778364.462,9778364.462
44300.9629,0,0,0,0,44300.9629,58396.16097,0,0,381769.1713,381769.1713
2294024.282,0,0,0,0,2294024.282,5012446.907,0,0,0,0
112000.1982,0,0,0,0,112000.1982,305381.0513,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
738859.3628,0,0,0,0,738859.3628,919637.1473,0,0,1971471.388,1971471.388
473296.8525,0,26885398.86,0,0,27358695.72,27623791.21,0,0,12066150.39,12066150.39
9581711.148,0,598634.1117,0,479692.0682,10660037.33,12500205.11,0,0,9247202.135,9247202.135
603475.8292,0,0,0,19598.07528,623073.9045,1299720.77,0,0,1399737.235,1399737.235
807216.8699,0,10751.06047,0,36544.02097,854511.9514,1420857.136,0,0,1959006.844,1959006.844
5746.589739,0,146.2557218,0,117.1963112,6010.041772,13126.96611,0,0,96976.92208,96976.92208
0,0,0,0,0,0,0,0,0,0,0
9907.87028,0,0,0,0,9907.87028,15200.63119,0,0,270803.3437,270803.3437
449054.3841,0,0,0,761.8972329,449816.2813,528976.041,0,0,1032722.506,1032722.506
-234481.3092,0,0,0,80261.45008,-154219.8591,-84120.84672,0,0,244653.6692,244653.6692
3576521.951,0,0,0,0,3576521.951,4147764.686,0,0,2436179.864,2436179.864
0,6898193.639,0,0,0,6898193.639,6930881.891,0,0,5108835.313,5108835.313
5129191.625,0,0,0,0,5129191.625,5156391.493,0,0,953139.2128,953139.2128
1115150.474,0,0,0,0,1115150.474,1634098.646,0,0,1131713.369,1131713.369
0,0,0,0,0,0,0,0,0,0,0
104453891.2,6898193.639,28044484.67,9190638.789,29665110.37,178252318.7,205012226.6,0,0,168863059.9,168863059.9
