"ID.grid","Habitat Area (Ha)","X.cor","Y.cor","TECI(%)","Cumulative Habitat(%)"
71,0.1,418532.58,9805200.93,0,0.1
113,0.07,378532.58,9795200.93,0,0.18
114,0.11,388532.58,9795200.93,0,0.29
116,0.11,408532.58,9795200.93,0,0.4
161,0.1,398532.58,9785200.93,0,0.5
763,0.07,438532.58,9655200.93,0,0.57
773,0.07,538532.58,9655200.93,0,0.65
863,0.09,518532.58,9635200.93,0,0.74
910,0.1,528532.58,9625200.93,0,0.83
728,0.05,548532.58,9665200.93,2,0.88
211,0.02,438532.58,9775200.93,2.34,0.9
259,0.01,458532.58,9765200.93,2.34,0.91
772,0.07,528532.58,9655200.93,2.4,0.98
957,0.08,538532.58,9615200.93,3.47,1.06
587,0.08,518532.58,9695200.93,3.54,1.14
583,0.03,478532.58,9695200.93,4.04,1.17
774,0.04,548532.58,9655200.93,5.36,1.2
545,0.02,558532.58,9705200.93,5.59,1.22
636,0.04,548532.58,9685200.93,5.65,1.27
444,0.03,468532.58,9725200.93,5.88,1.3
712,0.03,388532.58,9665200.93,6.25,1.33
909,0.09,518532.58,9625200.93,6.25,1.43
1094,0.03,528532.58,9585200.93,6.25,1.45
724,0.05,508532.58,9665200.93,6.73,1.51
933,0,298532.58,9615200.93,7.03,1.51
820,0.06,548532.58,9645200.93,7.07,1.56
637,0.05,558532.58,9685200.93,7.14,1.62
911,0.05,538532.58,9625200.93,7.66,1.67
725,0.04,518532.58,9665200.93,7.99,1.71
402,0.01,508532.58,9735200.93,8.22,1.72
633,0.05,518532.58,9685200.93,8.33,1.77
208,0.06,408532.58,9775200.93,8.48,1.82
546,0.01,568532.58,9705200.93,8.57,1.84
395,0.01,438532.58,9735200.93,9.38,1.84
441,0.01,438532.58,9725200.93,9.38,1.85
999,0.07,498532.58,9605200.93,9.38,1.92
543,0.02,538532.58,9705200.93,9.62,1.95
301,0.01,418532.58,9755200.93,9.74,1.96
400,0.01,488532.58,9735200.93,10.06,1.97
580,0.01,448532.58,9695200.93,12.72,1.97
585,0.01,498532.58,9695200.93,19.38,1.99
306,0.02,468532.58,9755200.93,25.69,2.01
212,0.01,448532.58,9775200.93,26.56,2.01
758,0.02,388532.58,9655200.93,26.79,2.03
1002,0.05,528532.58,9605200.93,28.66,2.08
757,0.01,378532.58,9655200.93,29.79,2.09
760,0.06,408532.58,9655200.93,31.94,2.15
453,0.04,558532.58,9725200.93,32.39,2.19
491,0.02,478532.58,9715200.93,33.15,2.21
722,0.03,488532.58,9665200.93,39.17,2.24
1048,0.01,528532.58,9595200.93,39.95,2.24
586,0.04,508532.58,9695200.93,41.32,2.28
351,0.02,458532.58,9745200.93,54.17,2.3
155,0,338532.58,9785200.93,54.27,2.3
291,0,318532.58,9755200.93,54.38,2.3
296,0,368532.58,9755200.93,54.48,2.3
353,0,478532.58,9745200.93,54.59,2.3
512,0,228532.58,9705200.93,54.7,2.3
563,0,278532.58,9695200.93,54.8,2.3
800,0,348532.58,9645200.93,54.91,2.3
838,0,268532.58,9635200.93,55.01,2.3
892,0,348532.58,9625200.93,55.12,2.3
895,0,378532.58,9625200.93,55.23,2.3
935,0,318532.58,9615200.93,55.33,2.3
938,0,348532.58,9615200.93,55.44,2.3
960,0,568532.58,9615200.93,55.54,2.3
1037,0,418532.58,9595200.93,55.65,2.3
1090,0,488532.58,9585200.93,55.75,2.3
1186,0,528532.58,9565200.93,55.86,2.3
1399,0,358532.58,9515200.93,55.97,2.3
1444,0,348532.58,9505200.93,56.07,2.3
201,0,338532.58,9775200.93,56.18,2.3
380,0,288532.58,9735200.93,56.28,2.3
511,0,218532.58,9705200.93,56.39,2.3
640,0,588532.58,9685200.93,56.5,2.3
746,0,268532.58,9655200.93,56.6,2.3
918,0,608532.58,9625200.93,56.71,2.3
942,0,388532.58,9615200.93,56.81,2.3
961,0,578532.58,9615200.93,56.92,2.3
988,0,388532.58,9605200.93,57.02,2.3
1261,0,358532.58,9545200.93,57.13,2.3
1307,0,358532.58,9535200.93,57.24,2.3
290,0,308532.58,9755200.93,57.34,2.3
358,0,528532.58,9745200.93,57.45,2.3
384,0,328532.58,9735200.93,57.55,2.3
557,0,218532.58,9695200.93,57.66,2.3
615,0,338532.58,9685200.93,57.77,2.3
687,0,598532.58,9675200.93,57.87,2.3
886,0,288532.58,9625200.93,57.98,2.3
1076,0,348532.58,9585200.93,58.08,2.3
1306,0,348532.58,9535200.93,58.19,2.3
110,0,348532.58,9795200.93,58.29,2.3
156,0,348532.58,9785200.93,58.4,2.3
289,0,298532.58,9755200.93,58.51,2.3
607,0,258532.58,9685200.93,58.61,2.3
674,0,468532.58,9675200.93,58.72,2.3
839,0,278532.58,9635200.93,58.82,2.3
980,0,308532.58,9605200.93,58.93,2.3
1006,0,568532.58,9605200.93,59.04,2.3
111,0,358532.58,9795200.93,59.14,2.3
292,0,328532.58,9755200.93,59.25,2.3
293,0,338532.58,9755200.93,59.35,2.3
338,0,328532.58,9745200.93,59.46,2.3
472,0,288532.58,9715200.93,59.57,2.3
802,0,368532.58,9645200.93,59.67,2.3
941,0,378532.58,9615200.93,59.78,2.3
1004,0,548532.58,9605200.93,59.88,2.3
1008,0,588532.58,9605200.93,59.99,2.3
1490,0,348532.58,9495200.93,60.09,2.3
710,0,368532.58,9665200.93,60.2,2.3
936,0,328532.58,9615200.93,60.31,2.3
975,0,258532.58,9605200.93,60.41,2.3
982,0,328532.58,9605200.93,60.52,2.3
987,0,378532.58,9605200.93,60.62,2.3
112,0,368532.58,9795200.93,60.73,2.3
934,0,308532.58,9615200.93,60.84,2.3
977,0,278532.58,9605200.93,60.94,2.3
1030,0,348532.58,9595200.93,61.05,2.3
1169,0,358532.58,9565200.93,61.15,2.3
1445,0,358532.58,9505200.93,61.26,2.3
333,0,278532.58,9745200.93,61.36,2.3
334,0,288532.58,9745200.93,61.47,2.3
436,0,388532.58,9725200.93,61.58,2.3
558,0,228532.58,9695200.93,61.68,2.3
244,0,308532.58,9765200.93,61.79,2.3
481,0,378532.58,9715200.93,61.89,2.3
735,0,618532.58,9665200.93,62,2.3
899,0,418532.58,9625200.93,62.11,2.3
1007,0,578532.58,9605200.93,62.21,2.3
849,0,378532.58,9635200.93,62.32,2.3
986,0,368532.58,9605200.93,62.42,2.3
654,0,268532.58,9675200.93,62.53,2.3
745,0,258532.58,9655200.93,62.63,2.3
937,0,338532.58,9615200.93,62.74,2.3
1029,0,338532.58,9595200.93,62.85,2.3
527,0,378532.58,9705200.93,62.95,2.3
622,0,408532.58,9685200.93,63.06,2.3
801,0,358532.58,9645200.93,63.16,2.3
247,0,338532.58,9765200.93,63.27,2.3
249,0,358532.58,9765200.93,63.38,2.3
779,0,598532.58,9655200.93,63.48,2.3
166,0,448532.58,9785200.93,63.59,2.3
294,0,348532.58,9755200.93,63.69,2.3
824,0,588532.58,9645200.93,63.8,2.3
932,0,288532.58,9615200.93,63.9,2.3
989,0,398532.58,9605200.93,64.01,2.3
1040,0,448532.58,9595200.93,64.12,2.3
1047,0,518532.58,9595200.93,64.22,2.3
295,0,358532.58,9755200.93,64.33,2.3
548,0,588532.58,9705200.93,64.43,2.31
518,0,288532.58,9705200.93,64.54,2.31
1123,0,358532.58,9575200.93,64.65,2.31
337,0,318532.58,9745200.93,64.75,2.31
943,0,398532.58,9615200.93,64.86,2.31
168,0,468532.58,9785200.93,64.96,2.31
668,0,408532.58,9675200.93,65.07,2.31
885,0,278532.58,9625200.93,65.18,2.31
685,0,578532.58,9675200.93,65.28,2.31
981,0,318532.58,9605200.93,65.39,2.31
983,0,338532.58,9605200.93,65.49,2.31
731,0,578532.58,9665200.93,65.6,2.31
867,0,558532.58,9635200.93,65.7,2.31
1140,0,528532.58,9575200.93,65.81,2.31
297,0,378532.58,9755200.93,65.92,2.31
493,0,498532.58,9715200.93,66.02,2.31
494,0,508532.58,9715200.93,66.13,2.31
945,0,418532.58,9615200.93,66.23,2.31
568,0,328532.58,9695200.93,66.34,2.31
946,0,428532.58,9615200.93,66.45,2.31
851,0,398532.58,9635200.93,66.55,2.31
734,0,608532.58,9665200.93,66.66,2.31
791,0,258532.58,9645200.93,66.76,2.31
846,0,348532.58,9635200.93,66.87,2.31
944,0,408532.58,9615200.93,66.97,2.31
340,0,348532.58,9745200.93,67.08,2.31
903,0,458532.58,9625200.93,67.19,2.31
1043,0,478532.58,9595200.93,67.29,2.31
854,0,428532.58,9635200.93,67.4,2.31
165,0,438532.58,9785200.93,67.5,2.32
614,0,328532.58,9685200.93,67.61,2.32
897,0,398532.58,9625200.93,67.72,2.32
248,0,348532.58,9765200.93,67.82,2.32
408,0,568532.58,9735200.93,67.93,2.32
671,0,438532.58,9675200.93,68.03,2.32
730,0,568532.58,9665200.93,68.14,2.32
827,0,618532.58,9645200.93,68.24,2.32
354,0,488532.58,9745200.93,68.35,2.32
869,0,578532.58,9635200.93,68.46,2.32
670,0,428532.58,9675200.93,68.56,2.32
823,0,578532.58,9645200.93,68.67,2.32
609,0,278532.58,9685200.93,68.77,2.32
859,0,478532.58,9635200.93,68.88,2.32
495,0,518532.58,9715200.93,68.99,2.32
732,0,588532.58,9665200.93,69.09,2.32
781,0,618532.58,9655200.93,69.2,2.33
857,0,458532.58,9635200.93,69.3,2.33
962,0,588532.58,9615200.93,69.41,2.33
1093,0,518532.58,9585200.93,69.52,2.33
780,0,608532.58,9655200.93,69.62,2.33
664,0,368532.58,9675200.93,69.73,2.33
623,0,418532.58,9685200.93,69.83,2.33
538,0,488532.58,9705200.93,69.94,2.33
721,0,478532.58,9665200.93,70.04,2.33
1046,0,508532.58,9595200.93,70.15,2.33
157,0,358532.58,9785200.93,70.26,2.33
669,0,418532.58,9675200.93,70.36,2.34
815,0,498532.58,9645200.93,70.47,2.34
355,0,498532.58,9745200.93,70.57,2.34
575,0,398532.58,9695200.93,70.68,2.34
566,0,308532.58,9695200.93,70.79,2.34
203,0,358532.58,9775200.93,70.89,2.34
1039,0,438532.58,9595200.93,71,2.34
621,0,398532.58,9685200.93,71.1,2.34
638,0,568532.58,9685200.93,71.21,2.34
1095,0,538532.58,9585200.93,71.31,2.35
581,0,458532.58,9695200.93,71.42,2.35
202,0,348532.58,9775200.93,71.53,2.35
991,0,418532.58,9605200.93,71.63,2.35
813,0,478532.58,9645200.93,71.74,2.35
573,0,378532.58,9695200.93,71.84,2.35
917,0,598532.58,9625200.93,71.95,2.35
119,0,438532.58,9795200.93,72.06,2.35
756,0,368532.58,9655200.93,72.16,2.36
120,0,448532.58,9795200.93,72.27,2.36
675,0,478532.58,9675200.93,72.37,2.36
492,0,488532.58,9715200.93,72.48,2.36
401,0,498532.58,9735200.93,72.58,2.36
905,0,478532.58,9625200.93,72.69,2.36
951,0,478532.58,9615200.93,72.8,2.36
576,0,408532.58,9695200.93,72.9,2.37
817,0,518532.58,9645200.93,73.01,2.37
916,0,588532.58,9625200.93,73.11,2.37
446,0,488532.58,9725200.93,73.22,2.37
948,0,448532.58,9615200.93,73.33,2.37
856,0,448532.58,9635200.93,73.43,2.37
213,0,458532.58,9775200.93,73.54,2.38
672,0,448532.58,9675200.93,73.64,2.38
821,0,558532.58,9645200.93,73.75,2.38
768,0,488532.58,9655200.93,73.85,2.38
804,0,388532.58,9645200.93,73.96,2.38
357,0,518532.58,9745200.93,74.07,2.39
349,0,438532.58,9745200.93,74.17,2.39
593,0,578532.58,9695200.93,74.28,2.39
814,0,488532.58,9645200.93,74.38,2.39
720,0,468532.58,9665200.93,74.49,2.39
673,0,458532.58,9675200.93,74.6,2.4
624,0,428532.58,9685200.93,74.7,2.4
252,0,388532.58,9765200.93,74.81,2.4
858,0,468532.58,9635200.93,74.91,2.4
534,0,448532.58,9705200.93,75.02,2.4
454,0,568532.58,9725200.93,75.13,2.41
855,0,438532.58,9635200.93,75.23,2.41
625,0,438532.58,9685200.93,75.34,2.41
949,0,458532.58,9615200.93,75.44,2.41
947,0,438532.58,9615200.93,75.55,2.42
471,0,278532.58,9715200.93,75.65,2.42
442,0,448532.58,9725200.93,75.76,2.42
733,0,598532.58,9665200.93,75.87,2.42
686,0,588532.58,9675200.93,75.97,2.42
825,0,598532.58,9645200.93,76.08,2.43
390,0,388532.58,9735200.93,76.18,2.43
902,0,448532.58,9625200.93,76.29,2.43
992,0,428532.58,9605200.93,76.4,2.43
592,0,568532.58,9695200.93,76.5,2.44
901,0,438532.58,9625200.93,76.61,2.44
121,0,458532.58,9795200.93,76.71,2.44
528,0,388532.58,9705200.93,76.82,2.45
449,0,518532.58,9725200.93,76.92,2.45
535,0,458532.58,9705200.93,77.03,2.45
809,0,438532.58,9645200.93,77.14,2.45
667,0,398532.58,9675200.93,77.24,2.46
812,0,468532.58,9645200.93,77.35,2.46
1042,0,468532.58,9595200.93,77.45,2.46
407,0,558532.58,9735200.93,77.56,2.47
767,0,478532.58,9655200.93,77.67,2.47
1044,0,488532.58,9595200.93,77.77,2.47
766,0,468532.58,9655200.93,77.88,2.48
540,0,508532.58,9705200.93,77.98,2.48
904,0,468532.58,9625200.93,78.09,2.48
28,0,448532.58,9815200.93,78.19,2.49
298,0,388532.58,9755200.93,78.3,2.49
870,0,588532.58,9635200.93,78.41,2.49
688,0,608532.58,9675200.93,78.51,2.5
352,0,468532.58,9745200.93,78.62,2.5
300,0,408532.58,9755200.93,78.72,2.51
488,0,448532.58,9715200.93,78.83,2.51
574,0,388532.58,9695200.93,78.94,2.51
729,0,558532.58,9665200.93,79.04,2.52
250,0,368532.58,9765200.93,79.15,2.52
437,0,398532.58,9725200.93,79.25,2.53
719,0,458532.58,9665200.93,79.36,2.53
718,0,448532.58,9665200.93,79.46,2.54
536,0,468532.58,9705200.93,79.57,2.54
308,0,488532.58,9755200.93,79.68,2.54
805,0,398532.58,9645200.93,79.78,2.55
447,0,498532.58,9725200.93,79.89,2.55
950,0,468532.58,9615200.93,79.99,2.56
487,0,438532.58,9715200.93,80.1,2.56
482,0,388532.58,9715200.93,80.21,2.57
547,0,578532.58,9705200.93,80.31,2.57
305,0.01,458532.58,9755200.93,80.42,2.58
406,0.01,548532.58,9735200.93,80.52,2.58
302,0.01,428532.58,9755200.93,80.63,2.59
665,0.01,378532.58,9675200.93,80.74,2.59
626,0.01,448532.58,9685200.93,80.84,2.6
619,0.01,378532.58,9685200.93,80.95,2.61
544,0.01,548532.58,9705200.93,81.05,2.61
394,0.01,428532.58,9735200.93,81.16,2.62
997,0.01,478532.58,9605200.93,81.26,2.62
450,0.01,528532.58,9725200.93,81.37,2.63
251,0.01,378532.58,9765200.93,81.48,2.63
872,0.01,608532.58,9635200.93,81.58,2.64
808,0.01,428532.58,9645200.93,81.69,2.65
819,0.01,538532.58,9645200.93,81.79,2.65
852,0.01,408532.58,9635200.93,81.9,2.66
397,0.01,458532.58,9735200.93,82.01,2.66
683,0.01,558532.58,9675200.93,82.11,2.67
541,0.01,518532.58,9705200.93,82.22,2.68
627,0.01,458532.58,9685200.93,82.32,2.68
711,0.01,378532.58,9665200.93,82.43,2.69
1049,0.01,538532.58,9595200.93,82.53,2.7
448,0.01,508532.58,9725200.93,82.64,2.7
496,0.01,528532.58,9715200.93,82.75,2.71
898,0.01,408532.58,9625200.93,82.85,2.72
398,0.01,468532.58,9735200.93,82.96,2.72
577,0.01,418532.58,9695200.93,83.06,2.73
1001,0.01,518532.58,9605200.93,83.17,2.74
958,0.01,548532.58,9615200.93,83.28,2.75
404,0.01,528532.58,9735200.93,83.38,2.75
399,0.01,478532.58,9735200.93,83.49,2.76
253,0.01,398532.58,9765200.93,83.59,2.77
500,0.01,568532.58,9715200.93,83.7,2.78
769,0.01,498532.58,9655200.93,83.8,2.78
993,0.01,438532.58,9605200.93,83.91,2.79
826,0.01,608532.58,9645200.93,84.02,2.8
537,0.01,478532.58,9705200.93,84.12,2.81
578,0.01,428532.58,9695200.93,84.23,2.82
483,0.01,398532.58,9715200.93,84.33,2.82
584,0.01,488532.58,9695200.93,84.44,2.83
582,0.01,468532.58,9695200.93,84.55,2.84
67,0.01,378532.58,9805200.93,84.65,2.85
818,0.01,528532.58,9645200.93,84.76,2.86
900,0.01,428532.58,9625200.93,84.86,2.87
589,0.01,538532.58,9695200.93,84.97,2.87
853,0.01,418532.58,9635200.93,85.08,2.88
529,0.01,398532.58,9705200.93,85.18,2.89
167,0.01,458532.58,9785200.93,85.29,2.9
393,0.01,418532.58,9735200.93,85.39,2.91
348,0.01,428532.58,9745200.93,85.5,2.92
620,0.01,388532.58,9685200.93,85.6,2.93
445,0.01,478532.58,9725200.93,85.71,2.94
396,0.01,448532.58,9735200.93,85.82,2.95
299,0.01,398532.58,9755200.93,85.92,2.96
254,0.01,408532.58,9765200.93,86.03,2.97
350,0.01,448532.58,9745200.93,86.13,2.98
810,0.01,448532.58,9645200.93,86.24,2.99
451,0.01,538532.58,9725200.93,86.35,3
860,0.01,488532.58,9635200.93,86.45,3.01
996,0.01,468532.58,9605200.93,86.56,3.02
216,0.01,488532.58,9775200.93,86.66,3.03
347,0.01,418532.58,9745200.93,86.77,3.05
1003,0.01,538532.58,9605200.93,86.87,3.06
1045,0.01,498532.58,9595200.93,86.98,3.07
811,0.01,458532.58,9645200.93,87.09,3.08
489,0.01,458532.58,9715200.93,87.19,3.1
344,0.01,388532.58,9745200.93,87.3,3.11
1041,0.01,458532.58,9595200.93,87.4,3.12
258,0.01,448532.58,9765200.93,87.51,3.13
630,0.01,488532.58,9685200.93,87.62,3.15
994,0.01,448532.58,9605200.93,87.72,3.16
542,0.01,528532.58,9705200.93,87.83,3.17
490,0.01,468532.58,9715200.93,87.93,3.19
74,0.01,448532.58,9805200.93,88.04,3.2
765,0.01,458532.58,9655200.93,88.14,3.21
405,0.01,538532.58,9735200.93,88.25,3.23
590,0.01,548532.58,9695200.93,88.36,3.24
871,0.01,598532.58,9635200.93,88.46,3.25
517,0.01,278532.58,9705200.93,88.57,3.27
391,0.01,398532.58,9735200.93,88.67,3.28
628,0.01,468532.58,9685200.93,88.78,3.29
